学院	院系	URL
武汉学院	艺术与传媒学院	http://am.whxy.edu.cn/zyjs/bkpy/wlyxmt/gk.htm
北京信息科技大学  新闻与传播学院 https://gkcx.eol.cn/school/879/specialtydetail/40540
长春理工大学  传媒学院，https：//g.eol.cn/school/379/special/194590/normel
